AAAS - African & African Amer Studies | First-Year Seminar | 000064 | Topics vary each semester offered. | FALL-SPRNG
CHEM - Chemistry | Organic Reactions | 012687 | Highlights strategic operations that enable selective synthesis of small molecules, including organic ligands, natural products, and molecular probes. Topics include chemical synthesis and retrosynthetic analysis; arrow-pushing mechanisms of polar, radical, transition metal-mediated and pericyclic reactions; protecting groups, oxidation, reduction, enolate reactivity; stereoselective reactions and conformational analysis; cross-coupling transformations. | FALL
CHEM - Chemistry | Organic Synthesis | 022993 | Application of organic reactions to the synthesis of structurally and biologically interesting compounds. Topics include synthetic design, retrosynthetic analysis, synthetic methods, and total syntheses of natural products. Prerequisite: Chemistry 532 or consent of instructor. | SPRING
CHEM - Chemistry | Organometallic Chemistry and Catalysis | 012691 | Introduction to the structure and bonding of organometallic and coordination complexes, stressing the origin of metal-ligand interactions from a molecular orbital theory perspective. Elementary reactions of transition metal complexes and their application to organic synthesis, with special emphasis on catalytic reactions. General concepts of catalysis and the advantages and benefits of catalytic systems. | SPRING
CHEM - Chemistry | Polymer Chemistry | 028840 | This course provides the fundamental bases for understanding and comprehending the basic principles associated with the synthesis of polymers using a number of traditional and contemporary polymerization techniques with an emphasis on the mechanisms, kinetics, stereochemistry and resulting properties of the polymers. Students are expected to have a strong foundation in mathematics, physics and chemistry. Recommended prerequisites: Organic Chemistry, Thermodynamics | SPRING
CHEM - Chemistry | Statistical Mechanics | 012696 | Fundamentals of quantum and classical statistical mechanics using the ensemble approach. Introduction of modern techniques and applications including the renormalization group treatment of phase transitions and linear response theory of time-dependent statistical mechanics. Prerequisite: Chemistry 543 or consent of instructor. | FALL
CHEM - Chemistry | Biosensors | 020384 | Theory and applications of biosensors. Basic principles of interactions between analytes and bioreceptors and various transduction techniques: optical, electrochemical, ion-selective electrode-based, voltametric, conductometric, and mass-sensitive techniques as well as novel nanotechnology-based biosensing systems including nanosensors, plasmonic nanoprobes, quantum dots, carbon nanotubes, molecular beacons, and molecular sentinel systems. Applications in chemical, environmental, biological and medical sensing. Paired with Biomedical Engineering 567. Prerequisites: senior or graduate standing or instructor's consent. | FALL
CHEM - Chemistry | Advances in Photonics (GE, IM) | 018042 | Overview of photonics techniques and their applications. The course will enhance students’ understanding and knowledge of advanced techniques and introduce them to a variety of applications in photonics, the science and technology associated with interactions of light with matter. Photonics techniques include: advanced luminescence, Raman and SERS, optical coherence, advanced microscopy, near-field and confocal methods, remote sensing, and optical biosensing. Applications include: environmental sensing, medical diagnostics, assays using optical detection, optics in multispectral imaging, photonics and solar cells, and nanophotonics. Prerequisite: senior or graduate standing in BME or Chemistry. | SPRING
CHEM - Chemistry | Research Orientation Seminar | 002402 | A survey of departmental research. Required of all entering graduate students in chemistry. Consent of director of graduate studies required. | FALL
CHEM - Chemistry | Research | 002400 | Instruction in methods used in the investigation of original problems. Individual work and conferences. 1 to 6 units each. | FALL
CHEM - Chemistry | Special Topics in Professional Development | 016975 | Representative topics include ethics, communication (oral and written), preparation for career in college teaching, preparation for a career in chemical industry, preparation for career in government. | FALL
CHILDPOL - Child Policy | Child Policy Research | 017911 | Major developmental stages of childhood and influences in a child's life: parents/family life, schools, communities, and the economy. Emphasis on 1) applying theory for analyzing complex societal problems (often involving issues of race, class, and gender); 2) using material and methodologies from psychology, sociology, economics, and public policy. Required course for certificate program Child Policy Research, but open to all undergraduate students. | FALL-SPRNG
CHILDPOL - Child Policy | Equity in Early Childhood Programs and Policies | 028870 | This course will explore contemporary theories and empirical research that address issues of equity and early childhood development from birth to age 8. We will examine factors related to individuals and systems (e.g., child care, public health, housing, workforce, social services) that impact early childhood development. Students will critically consider the developmental science that has informed early childhood policies and programs; the social, political and economic forces that shape the study of young children and contributed to developmental trajectories that benefit some children while disadvantaging others; the changing roles of families; and the implications of these policies. | SPRING
CHILDPOL - Child Policy | Research Independent Study | 021101 | Individual research on a topic of special interest under the supervision of a faculty member, the central goal of which is a substantive paper containing significant analysis and interpretation. Consent of instructor and director of the Child Policy Research certificate program required. | FALL-SPRNG
CHILDPOL - Child Policy | Special Topics in Child Policy Research | 027818 | Topics vary but pertain to the development and social and economic well-being of children and their families. Interdisciplinary in nature and drawing material from disciplines such as sociology, psychology, public policy, economics, and education. An elective course for students pursuing Child Policy Research certificate but open to all undergraduate students. | FALL
CHILDPOL - Child Policy | Multidisciplinary Approaches to Contemporary Children's Issues | 017869 | In this course, you will learn to translate your scholarship into policy-relevant writing and actions. Students must have completed or be in the process of completing an independent research project on a topic related to children, families, or education. You will translate knowledge gained from your independent research project into several products for diverse audiences, including practitioners and policymakers. You will learn to present your academic scholarship in oral, academic, lay-public, and professional forums. Capstone course required for the Child Policy Research certificate program. Consent of Director of that certificate program required. | SPRING
CHINESE - Chinese | First-Year Chinese in Review I | 023683 | Consolidate learning the basic elements of Chinese language and culture. Equal attention paid to the development of listening, speaking, reading and writing proficiencies. Introduction to aspects of Chinese life and culture. Open to students who had received some Chinese language instruction before coming to Duke but lacked a solid foundation in basic Chinese grammar and pronunciation. Not open for credit to students who grew up in a household speaking Mandarin Chinese. | FALL
CHINESE - Chinese | Intermediate-Mid Chinese | 024121 | Second-year level Chinese for students who have completed Chinese 105 or its equivalent. Not open to students who grew up in a household speaking Mandarin Chinese. Aim to enhance the abilities in conversing on personal topics in informal situations and some social issues in formal situations. Focus on improving skills for reading and writing narrative, descriptive, and some expository texts, on developing analytical knowledge of the Chinese language structure, and on enhancing cultural literacy. | SPRING
CHINESE - Chinese | Voices in Philosophy: Chinese Tutorial | 026493 | Discussion-based course trains students to read and analyze core philosophical texts in Chinese, typically in conjunction with a lecture course offered in philosophy. Classes include close readings of original texts, discussions of interpretation and application in variety of other forms (including film, documentary, multimedia) and real-life situations. Students examine how language/culture impact our understanding of core philosophical texts through attention to issues such as translation, vernacular, and word choice. Tutorials meet weekly for 75 minutes. Recommended prerequisite: Chinese 306 or equivalent. | SPRING
CHINESE - Chinese | Voices in Public Policy: Mandarin Chinese Tutorial | 028810 | Students will explore how language and culture impact public policy and practice. Through authentic text, video, and case studies in Chinese, students will analyze public policy issues in the Chinese-speaking world, in order to develop their understanding of core issues in the field. 1/2 credit. S/U. Tutorials meet for 75 minutes/week. Taught in the target language. | FALL-SPRNG
CHINESE - Chinese | Advanced Chinese II | 002425 | Continuation of Chinese 305. Designed for Chinese as a foreign/second language. Builds knowledge of more sophisticated linguistic forms and learning to differentiate between different types of written and spoken discourse. Development of writing skills in selected formats and genres while continuing to develop correct use of speech patterns and vocabulary and cross-cultural understanding. Content drawn from newspaper articles, essays, and other readings concerning social and cultural issues in contemporary Chinese society. Prerequisite: Chinese 305 or equivalent. | SPRING
CHINESE - Chinese | Business and Interculturality in the Chinese Society | 024376 | Introduction to the basis of China’s Economic Reform from the late 1970s to 1990s; current economics and politics between China and the world; Chinese communication patterns and behavioral culture present in business settings; case studies of multinational corporations, and career preparation and job searching in Chinese-speaking countries. Focus on oral communicative skills, reading authentic texts, and case analyses of Chinese companies in domestic and global markets. Recommended prerequisite: Chinese 305, Chinese 232 or equivalent proficiency. | FALL-SPRNG
CHINESE - Chinese | Modern Chinese Society and Culture through New Media | 024690 | Different social and cultural issues that China is facing, including the coronavirus pandemic in Hubei, China’s artificial-intelligence boom, globalization, etc; Content drawn from Chinese broadcast news, blogs and videos, TV shows, and documentary films; A community-engaged course or service-learning course; Engagement includes direct, project-based, or research-focused service with local/global community partners among other engaged practices; Improving language and intercultural communication skills that can be used to comprehend, analyze, and discuss real life topics and issues in modern Chinese society. Prerequisite: Chinese 232 or equivalent proficiency. | FALL-SPRNG
CHINESE - Chinese | Modern Chinese Society and Culture through New Media | 024690 | Different social and cultural issues that China is facing, including the coronavirus pandemic in Hubei, China’s artificial-intelligence boom, globalization, etc; Content drawn from Chinese broadcast news, blogs and videos, TV shows, and documentary films; A community-engaged course or service-learning course; Engagement includes direct, project-based, or research-focused service with local/global community partners among other engaged practices; Improving language and intercultural communication skills that can be used to comprehend, analyze, and discuss real life topics and issues in modern Chinese society. Prerequisite: Chinese 232 or equivalent proficiency. | FALL-SPRNG
CHINESE - Chinese | Chinese Translation and Interpretation | 023534 | A third-year Chinese course focusing on Chinese translation and interpretation skills with the aim to improve students’ comprehension and communication abilities in Chinese. Different genres of authentic reading texts and real-life audio and video materials used as course materials. Topics to be covered closely related to culture, literature, society, business/economy, and science/technology. Teacher’s lectures of skills combined with students’ practices as the course format. Linguistic features and cultural practices between English and Chinese will be compared and demonstrated. Prerequisite: Chinese 232, Chinese 242, or their equivalent. | FALL
CHINESE - Chinese | Chinese Translation and Interpretation | 027151 | A third-year Chinese course focusing on Chinese translation and interpretation skills with the aim to improve students’ comprehension and communication abilities in Chinese. Different genres of authentic reading texts and real-life audio and video materials used as course materials. Topics to be covered closely related to culture, literature, society, business/economy, and science/technology. Teacher’s lectures of skills combined with students’ practices as the course format. Linguistic features and cultural practices between English and Chinese will be compared and demonstrated. Prerequisite: Chinese 232, Chinese 242, or their equivalent. | FALL
CHINESE - Chinese | Independent Study | 002452 | Individual study of language for conducting research involving sources written or spoken in the language. Students have to submit a proposal describing the purported research, types of sources to be analyzed, and kinds of language knowledge or skills they need to be equipped with. Consent of instructor and director of undergraduate studies required. | FALL-SPRNG
CHINESE - Chinese | Chinese Language and Culture through Film | 002443 | This course aims to further develop students' language skills and improve their understanding of Chinese society and culture through contemporary Chinese language film. Films of different themes are covered, such as the comparison of Chinese and Western family values and relationships, youth culture and campus life, romantic love stories, migrant workers and their living situations, space travel in fiction, etc. Critical film analysis such as film genre, camera angles, lighting, sound will be discussed to help students explore and analyze the artistic characteristics of films. Recommended prerequisite: Chinese 407 or 331 or equivalent proficiency. | SPRING
CHINESE - Chinese | Chinese for Graduate Students | 029046 | Completion of a regular Chinese class and a linguistics seminar. Topics vary from linguistics, language acquisition and teaching, and acquisition of a less commonly taught language. Learning Chinese as well as the underlying mechanism of second language acquisition. | FALL-SPRNG
CHURHST - Church History | Latin Reading | 021521 | Focus on reading Latin texts with some consideration of grammar, syntax, and prose style of various classical texts | FA-SPR-SU
CHURHST - Church History | Introduction to Church History | 021967 | This course will introduce students to the church's major historical "turning points," significant moments that marked an event that has had a lasting impact on the history of Christianity. These events will include the Council of Nicaea, the Council of Chalcedon, the rise of monasticism, the rise of the Holy Roman Empire, the Great Schism, the Reformation, the Counter Reformation, Pietism, the missionary movement, and the rise of World Christianity. This class will be centered on a theme in examining such a wide swath of history, a theme perhaps better described as a tension. The tension is between the "pilgrim principle" and the "indigenization principle" | FA-SPR-SU
CHURHST - Church History | Early and Medieval Christianity | 002235 | A survey of the history of Christianity from its beginnings through the fifteenth century | FA-SPR-SU
CHURHST - Church History | Early Modern and Modern Christianity | 002236 | A survey of the history of Christianity from the Reformation to the present | SPRING
CHURHST - Church History | Early Modern, Modern, and American Christianity | 002236 | A survey of the history of Christianity from the Reformation to the present | SPRING
CHURHST - Church History | History of the Crusades | 021906 | This course will thoroughly examine the historical record of the Crusades and grapple with their legacy for Western Christians today | FALL-SPRNG
CHURHST - Church History | Becoming Divine: A History of Eastern Orthodoxy | 022216 | This course traces the development of the eastern Christian doctrine of Divinization or Theosis from its embryonic form in Clement of Alexandria, Origen, and the desert mothers and fathers to later voices including Gregory of Nazianzus, Gregory of Nyssa, and Maximus whom it will compare with western figures, like Augustine, and Syriac figures, like Ephrem. | FA-SPR-SU
CHURHST - Church History | English Reformation II: Confessions in Conflicts in the Seventeenth Century | 028736 | The religious history of England in the seventeenth century surveys the construction of Anglican, Presbyterian, and Congregational confessional identities alongside religious radicalism, antiformalism, and heterodoxies that surfaced in the tumult of war and revolution. | FA-SPR-SU
CHURHST - Church History | The Body in Early Christian Thought and Practice | 022201 | The field of Early Christianity is frequently treated as the study of spiritual things. Yet early Christians, no less so than contemporary Americans, were convinced that their bodies mattered, and spent a great deal of time and text on them. Bodies were the locus for sin and salvation, required special treatment and training, and could become the signifiers of holiness as well as depravity. This course will explore the ways in which Christians from the second through sixth century C.E. thought about and treated their bodies: their own, those of saints and martyrs, and even that of Christ. Recommended prerequisite: Church History 750 or equivalent. | FALL-SPRNG
CHURHST - Church History | Worship History for Worship Renewal | 021105 | Using in-depth case studies of selected historical churches, this course explores different practices in and understandings of Christian worship over the past two millennia. The course is designed to come to grips with basic issues in worship as represented by different traditions and with options for approaching worship renewal today, with an eye to using Trinitarian theology as the evaluative key. How might we borrow with integrity from our Christian past to renew worship today? Doctoral students taking the course will focus, in addition, on developing facility with researching historic, liturgical primary material | FALL-SPRNG
CHURHST - Church History | Heresies and Heretics | 023187 | In this course, we will trace the church's attempts to enforce orthodoxy from the days of Constantine to the modern church's lingering conflicts. We will investigate how heresy is defined by historical context, specifically the ecumenical church councils, and how this definition has been refined and challenged throughout Christian history | FALL-SPRNG
CHURHST - Church History | Theological Assessment of Worship Song Lyrics | 024124 | One of the most fundamental, recurring tasks of pastoral activity is the vetting of congregational worship songs, including considering their theological content. To better equip future ministers for this task, this course seeks to increase the capacity of students to assess theologically various lyrical expressions of the Christian faith, ancient and modern. By weekly review of small bodies of worship songs, assessed by both the student's theology as well as the assumed perspective of a historical theologian, students will gain facility to address the potential and limitations of poetic articulations of theology | FALL-SPRNG
CHURHST - Church History | Religion and the Civil Rights Movement | 027497 | In this course, we will explore the religious dimensions of the Civil Rights Movement beginning in the Inter-War period through the rise of Black Power. By examining the interracial, interdenominational, and interfaith aspects of the movement we shall seek a better understanding of how religious cultures and creeds reformed the American social landscape. After examining the Civil Rights Movement in its historical context, we will turn our attention to contemporary American society to see to what extent the movement’s goals were achieved, and whether or not religion’s influence on American social movements has endured or outlived its usefulness | FA-SPR-SU
CHURHST - Church History | History of Biblical Interpretation in Modernity | 028737 | A historical investigation into the roots and varieties of modern critical approaches to the Bible. Special attention will be given to the rise of historical criticism and its entanglements with secularism, nationalism, colonialism, racism, antisemitism, and sexism. Course readings will prioritize primary sources ranging from the seventeenth through the twenty-first centuries. The main goal of the course is to illuminate why the Bible is read as it is today, in both academic and non-academic contexts, and how current debates about biblical interpretation have assumed their contemporary framing. | FA-SPR-SU
CHURHST - Church History | Ecclesial Leadership: An Historical Perspective | 021522 | This class is the history component of the DMin curriculum. As the title suggests, the course is designed to give an historical perspective on the work of ecclesial leaders. Although the category of leader or dux is ancient, "leadership" is a relative recent label for the study of the work of deacons, pastors, and bishops | FA-SPR-SU
CHURHST - Church History | Death and Dying in Late Antiquity | 023864 | Death, in antiquity as in the present era, sat at the intersection of a wide range of discourses. Medical doctors, for example, sought to avert it, jurists to mitigate its impact upon family relations and the flow of capital, philosophers and theologians to prescribe approaches to it, and bishops and other religious professionals to create rituals by which to assist the departed's transition into the afterlife and to channel the grief of surviving loved ones. This seminar aims to locate death at the intersection of material and literary culture, liturgical practice and economic impact upon ancient Christian communities | FA-SPR-SU
CHURMIN - Church Ministry | Spiritual Formation Groups | 002523 | 1: fall; 2: spring. Instructor consent required to drop course | FA-SPR-SU
CHURMIN - Church Ministry | Anglican Spiritual Formation | 017806 | A program offered through the Anglican Episcopal House of Studies. It represents a commitment (more than a course), for those working to bring together the different aspects of life under God in a context of mutual accountability; personal and professional, academic and practical, devotional and ecclesial. The aim is to help one another establish habits and develop character to underpin a lifetime of service (ordained or lay) within an Anglican/Episcopal setting. This is an on-going core program for those pursuing the Certificate in Anglican Studies. Some meetings will be open to welcome those not formally registered in the program | FALL-SPRNG
CHURMIN - Church Ministry | Advanced Spiritual Formation | 018808 | Advanced spiritual formation groups. Optional opportunity for 2nd and 3rd year students to participate in spiritual formation groups. Consent of instructor is required | FALL-SPRNG
CHURMIN - Church Ministry | Wesleyan Discipleship Groups | 027986 | Spiritual Formation Group of Wesleyan interest. Course fulfills Methodist/Wesleyan Studies certificate. | FA-SPR-SU
CHURMIN - Church Ministry | Caminantes | 027987 | Meeting of the Caminantes group. | FA-SPR-SU
CHURMIN - Church Ministry | Center for Reconciliation: Berean Cohort | 027988 | Center for Reconciliation Berean Cohort. | FA-SPR-SU
CHURMIN - Church Ministry | Sustaining Practices: Ministry at the Margins | 027989 | Spiritual Formation group. | FA-SPR-SU
CHURMIN - Church Ministry | Writing as Spiritual Discipline | 027990 | Spiritual formation group. | FA-SPR-SU
CHURMIN - Church Ministry | Reformed Spiritual Formation | 027982 | Reformed spiritual formation. | FA-SPR-SU
CHURMIN - Church Ministry | TMC Spiritual Formation MTS Second Years | 028012 | Continuation of Spiritual Formation program for TMC after year 1. | FA-SPR-SU
CHURMIN - Church Ministry | Lost In Wonder, Love, and Praise | 028217 | Spiritual Formation that counts for Worship certificate. | FA-SPR-SU
CHURMIN - Church Ministry | Shaping Christian Institutions: Vocation, Community, and Innovation | 023189 | This course will explore the broad landscape of Christian institutions and the geography of their mutual relationships. Drawing on multiple disciplinary lenses, it will explore: what institutions are; their importance for Christian life and the wider society; ways they shape our lives for both good and ill; conditions under which they are most likely to thrive and achieve their purposes; and how they can be created, sustained and appropriately re-shaped through innovation (particularly in contexts of significant social and cultural change) | FALL-SPRNG
CINE - Cinematic Arts | The Hollywood Musical: Singing and Dancing the American Dream | 007133 | Beyond its unapologetic praise of spectacularity and entertainment, what makes the Hollywood film musical a quintessential American genre? Since its origins, the Hollywood musical has been channelling various ideologies in its modes of performance and production; it has offered a space to address specific anxieties of the American society: modernity vs. nostalgia, representations of gender, ethnicity, class, and the low/high divide in arts. Emphasis will be given on its performative aspects, the relationship between choreography and song, the changing representations of the dancing body, musical styles, sexual objectification and the star persona. | FALL-SPRNG
CINE - Cinematic Arts | Audiovisual Cultures in East Asia: Film, Music, and Other Media | 024426 | This seminar introduces to students to various aspects of audiovisual cultures in East Asia, including film, photography, music and other new and emerging media. It focuses on visual and sound studies and their interconnected relationship to the constitution of the sensible world within the East Asian regions while connecting to the larger global context, highlighting the global movement and cross-cultural networks of audiovisual media both enabled and complicated by technologies. Emphases are also placed on hand-on practice with individual and group projects. The goal is to not only understand audiovisual cultures critically but also actively engage in their production. | SPRING
CINE - Cinematic Arts | LGBTQ/Queer Cinema and Cultural Production | 023563 | This class investigates LGBTQ identities, communities and relationships pre, post, and during the Stonewall era through cinema, television, and new media. We will also explore constructions of sexuality, gender, class, race, and nationalism within the context of LGBTQ transnational film cultures and scholarship. | FALL-SPRNG
CINE - Cinematic Arts | Special Topics in Cinematic Arts | 028808 | Special topics in Cinematic Arts seminar. | FALL-SPRNG
CINE - Cinematic Arts | Introduction to Film Studies | 003845 | Basic film theory and history of motion picture technology. Introduction to experimental, documentary, and narrative forms of Third World, European, and United States cinemas. | FALL-SPRNG
CINE - Cinematic Arts | Media Theory | 019781 | Introduction to the material and technical infrastructure that informs and constrains the production and dissemination of knowledge. Exploration of cultural impact of technical media from writing to the internet. Combines historical and theoretical discussion with hands-on experimentation with various media, including the codex book, phonography and sound registration technology, photography, cinematography, video, virtual reality, digital computation, and the internet. | FALL
CINE - Cinematic Arts | Contemporary Documentary Film: Filmmakers and the Full Frame Documentary Film Festival | 017078 | Integrated with the films and filmmakers of the Full Frame Documentary Film Festival. The art form, style, and technology of contemporary documentary films. Issues of autonomy and power, politics, and public policies. Analysis of outstanding films from around the world. Presentations and discussions by filmmakers. | SPRING
CINE - Cinematic Arts | Documentary and Policy: How Documentary Influences Policy | 021119 | Examines documentaries as catalysts for change in local, state, and federal laws and regulations, with special attention to relationships between film and organizations with political influence. Looks at how documentaries have altered public sentiment and political outcomes. Uses case studies of documentary films (essay-style, journalistic, information-driven films; narrative, story-driven films; propaganda; art films; and hybrids of all of the above). Explores the question of how a film achieves influence: for example, with a high-profile theatrical and/or television release, by utilization as an educational tool, or by 'going viral' to become part of a public conversation. | FALL
CINE - Cinematic Arts | Internship in New York | 028505 | Participants in this course are immersed in the professional work of New York’s arts, culture, and performance industries through apprenticeship to a sponsoring artist, institution, or organization. Participants work fifteen hours per week at their internship and meet arts professionals from within and beyond Duke’s alumni network. They also meet regularly with their supervising professor. In combination, this work experience, networking opportunity, and academic reflection help interns develop their professional capabilities, refine their interpersonal and workplace skills, and prepare for future work in creative industries. | FALL
CINE - Cinematic Arts | American Independent Cinema | 022872 | Examination of the emergence, establishment, and transformations of American indie film. Addresses main genres, key films and prominent directors by looking at the aesthetic characteristics of indie films, as well as the social and institutional contexts (primarily its relationship to Hollywood cinema) that led to the creation and important impact of this filmmaking practice. Topics include Midnight Movies of the 70s, New American Cinema, Trash Cinema, Art Cinema, Black Indie Cinema, New Queer Cinema, Generation X, Smart Cinema, Neo Noir, and the Pulp Fiction success story. | FALL-SPRNG
CINE - Cinematic Arts | Animated Film: A History and Aesthetic | 020830 | Evolution of animation from the philosophical "toys" of the late eighteenth century to the major international entertainment form of today. Special focus on American animation as it evolved from inspired individuals like Emile Cohl and Winsor McCay to a full-blown industrial model allowing for the creation of the animated feature and contemporary special effects. | SPRING
CINE - Cinematic Arts | Duke in New York: Arts, Culture, and Performance | 028665 | This course introduces its participants to New York though its rich artistic, cultural, and performance offerings--drawn from art, dance, film, music, literature, and theater. Visiting all five boroughs, they contemplate how the identities of New Yorkers—informed by the city and by ability, class, ethnicity, gender, race, and sexuality—are performed in the theater of everyday life: in parks, streets, subways, and especially the city’s diverse neighborhoods and restaurants. | FALL
CINE - Cinematic Arts | Indian Cinema | 000028 | Sources of vitality in twentieth-century Indian cinema. The resilience of popular cinema in the face of Hollywood. Narrative and non-narrative expressive forms in folk and high culture in India. The work of Guru Dutt, Satyajit Ray, G. Aravindan, and Mani Kaul. | SPRING
CINE - Cinematic Arts | Japanese Cinema | 000029 | An introduction to the history of Japanese cinema focusing on issues including the relation between the tradition-modernity or Japan-West in the development of Japanese cinema, the influence of Japanese films on the theory and practice of cinema abroad, and the ways in which cinema has served as a reflection of and an active agent in the transformation of Japanese society. | SPRING
CINE - Cinematic Arts | American Cinema: Redefined | 028205 | Course examines the way films speak to the history of American nationhood as a whole. Considers the diversity of American Cinema and Hollywood’s international dominance. Explores how varieties of domestic film production develop in the shadow of the commercial film industry, how they differ from mainstream productions, and how they contribute innovations. | SPRING
CINE - Cinematic Arts | Islamic Media | 022767 | How contemporary technologies reawaken the sense of the sacred in daily life, rather than destroy it. How technologies new and old circulate the Word in its multiple incarnations, but also cultivate modes of communal identification. How Islamic media transform the social and political landscape, as well as the way we see/ feel/ and perceive the world. How religion has been intensified, diversified, and inflected by the information age. How this media constitutes the very experience of religion. Film, video, digital media, satellite television, social media, print media, audiocassettes, radio, music. | FALL-SPRNG
CINE - Cinematic Arts | Indian Cinema & Social Change | 027787 | Considers the transnational purchase, aesthetic, and civic sensibilities of Indian cinema focusing on Hindi-language films. Review begins with emergence of Indian cinema in 1890s, then considers how social change became a driving force during anti-colonial resistance and nationalist reform. Course focuses on the post-independence (1947-) period, when social justice activism enters the mainframe of “Bollywood” film. Core inquiry centers on how the cinematic imaginary of India perceives faultlines in Indian society and expresses its social voice. Themes include caste, gender, sanitation, poverty, successfulness, religious fundamentalism, ageism, and sexuality. | FALL-SPRNG
CINE - Cinematic Arts | Anime: Origins, Forms, Mutations | 016082 | Historical origins of Japanese anime, as well as its status as art, narrative, genre. Ways in which anime mutates: formally (literature, manga, live action), culturally (fashion, otaku, fan communities), geographically. No prior knowledge of subject matter or Japanese language required. | FALL
CINE - Cinematic Arts | Trauma and Nostalgia: East European Film in the 21st Century | 021215 | Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles. | FALL-SPRNG
CINE - Cinematic Arts | Spies Like Us: Screening Cold War Espionage | 025331 | When the Cold War erupted in the wake of World War II, filmmakers were poised to screen it as propaganda, entertainment (thriller, horror, science fiction), and morally reflective realism. This course explores the films/television series produced on both sides of the Iron Curtain as well as those made after the Cold War (post-1989). Discussion will focus on ethical justifications and critiques of espionage; the characterizations of the spy and those spied on, and the interactions between these protagonists; and the changing aesthetics of screening espionage. | FALL-SPRNG
CINE - Cinematic Arts | America Dreams American Movies II: Independents Through Streaming | 027535 | This course studies contemporary American movies as they create and reflect America's self-image from the rise of independents through the innovations of the 21st century, including digital video, streaming, and the rise of high-quality TV productions. Approaches include U.S. cultural history, industry developments, and technical analysis. Directors such as Kubrick, Coppola, Spielberg, Tarantino, Lee, Moore, Cameron, Campion, Jenkins, Bigelow, Peele, Du Vernay, and others up to today. At least two weeks of the semester will be devoted to TV, such as Game of Thrones, The Americans, or Watchmen. Like the film and TV industries themselves, assignments encourage creativity and collaboration. | SPRING
CINE - Cinematic Arts | Studies in the United States Culture Industries | 006412 | A survey of the major professions in the arts, media, and entertainment industries, featuring prominent speakers from fields such as studio and independent film and television, screenwriting, directing, producing, financing, acting, artist representation, journalism, marketing, animation, and music. Students apply theory and analysis to projects currently in production, observing live tapings, rehearsals, and screenings. Real-world case studies to examine how and why stories chosen for production shape and are shaped by societal values and discourse, domestic and global economies, and the greater world of the arts and media. Only offered on Duke in LA program. | SPRING
CINE - Cinematic Arts | Introduction to Global Los Angeles: An Interdisciplinary Survey (Service-Learning) | 020567 | This course explores the complexities of global Los Angeles by focusing on issues that especially impact its marginalized communities. For the service-learning component, students volunteer at least 20 hours during the semester at nonprofit organizations engaged in the pursuit of social justice. This experience provides an opportunity to observe, participate in and reflect on the day-to-day implementation of social action, policy and organizing initiatives. As part of the volunteer commitment and in lieu of a final paper, students produce a documentary media project that communicates goals identified by and in collaboration with the community partner. | SPRING
CINE - Cinematic Arts | Russian Language and Culture through Film | 013018 | Study of Russian cultural paradigms and constructs of self and other as demonstrated in Russia and Soviet films, primarily from 1960s to the present. Special attention given to the analysis of linguistic constructs and their cultural semantic content as well as comparative analyses of Soviet and Russian culture and Russian and European/American culture. Film and computer technology, as well as access to these technologies and their implementation, are a central part of the cultural context. Prerequisite: Russian 301S or equivalent or consent of instructor. | FALL
CINE - Cinematic Arts | Arts, Film, or Media Practicum | 004571 | Immersion in the for-profit and not-for-profit art and entertainment worlds through apprenticeship to a sponsoring artist, scholar, or institution selected to match each student's area of interest. Each student required to submit a substantive paper containing significant analysis and interpretation that considers the relationship between the student's sponsoring institution and the larger industrial/cultural complex within the local (Los Angeles) and national economies of art, culture, and commerce. Simultaneous enrollment in Literature 290AS-1 required. Open only to students admitted to the Duke in Los Angeles Program. | SPRING
CINE - Cinematic Arts | Revealing Histories: Polish Cinema | 023655 | Explores the films of four famous Polish directors—Andrzej Wajda, Andrzej Munk, Krzysztof Kieœlowski, and Agnieszka Holland—whose artistic approaches and ethical/political themes greatly influenced Polish and European cinema as well as Polish politics. Through viewing their movies and consulting biographical, historical, and critical materials, we’ll examine how these directors use film to reconstruct history, challenge politically or religiously orthodox myths, and suggest new ways of valuing the complexity and spiritual capacities of the individual. All texts in English translation. All films screened with subtitles. | FALL-SPRNG
CINE - Cinematic Arts | Writing the Short Film | 025938 | In-depth study of the short format movie. Development of short film concept and script, including pre-production, storyboarding, and look books. | FALL-SPRNG
CINE - Cinematic Arts | Ready for Prime Time: Writing the Dramatic TV Episode | 023326 | Some of the best dramatic writing today can now be found on television. This class will focus on one commercial prime-time drama, past or present. Beginning with a deep immersion into the world of that show—watching all of Season One—students break into groups, coming up with their own long stories to advance the plots. Each student will pitch a story for their particular version of "Season Two"—developing an outline, tracking their storylines with the other members of their group, and finally writing a draft of an hour-long TV episode. Each student will write his or her own script—but will need to share notes, thoughts and feedback with their fellow writers. | SPRING
CINE - Cinematic Arts | Screenwriting | 003094 | Advanced writing projects for feature film. Study of existing scripts and videos, application of techniques. | FALL
